	H	E	C	NA	pdb_idcode
0	0.0	0.4166666666666667	0.5833333333333334	0.0	1adq
1	0.8571428571428571	0.0	0.14285714285714285	0.0	1afv
2	0.0	0.5789473684210527	0.42105263157894735	0.0	1ahw
3	0.25806451612903225	0.06451612903225806	0.6774193548387096	0.0	1bgx
4	0.2	0.06666666666666667	0.7333333333333333	0.0	1bvk
5	0.6428571428571429	0.0	0.35714285714285715	0.0	1e6j
6	0.0	0.3076923076923077	0.6923076923076923	0.0	1egj
7	0.23529411764705882	0.11764705882352941	0.6470588235294118	0.0	1eo8
8	0.29411764705882354	0.058823529411764705	0.6470588235294118	0.0	1fbi
9	0.3076923076923077	0.07692307692307693	0.6153846153846154	0.0	1fdl
10	0.25	0.1	0.65	0.0	1fe8
11	0.0	0.3333333333333333	0.6666666666666666	0.0	1fj1
12	0.0	0.5625	0.4375	0.0	1fsk
13	0.125	0.25	0.625	0.0	1i9r
14	0.0	0.21428571428571427	0.7857142857142857	0.0	1iqd
15	0.3076923076923077	0.07692307692307693	0.6153846153846154	0.0	1jhl
16	0.0	0.55	0.45	0.0	1jps
17	0.0	0.5	0.5	0.0	1jrh
18	0.0	0.4	0.6	0.0	1kb5
19	0.29411764705882354	0.23529411764705882	0.47058823529411764	0.0	1ken
20	0.875	0.0	0.125	0.0	1lk3
21	0.15789473684210525	0.3157894736842105	0.5263157894736842	0.0	1mlc
22	0.0	0.3	0.7	0.0	1ncc
23	0.2727272727272727	0.0	0.7272727272727273	0.0	1nfd
24	0.0	0.2222222222222222	0.7777777777777778	0.0	1nmc
25	0.4375	0.25	0.3125	0.0	1nsn
26	0.9	0.0	0.1	0.0	1oak
27	0.6153846153846154	0.0	0.38461538461538464	0.0	1orq
28	0.6666666666666666	0.0	0.3333333333333333	0.0	1ors
29	0.09523809523809523	0.3333333333333333	0.5714285714285714	0.0	1osp
30	0.0	0.4117647058823529	0.5882352941176471	0.0	1pkq
31	0.0	0.2857142857142857	0.7142857142857143	0.0	1qfw
32	0.18181818181818182	0.0	0.8181818181818182	0.0	1qgc
33	0.0	0.2727272727272727	0.7272727272727273	0.0	1rjl
34	0.42857142857142855	0.09523809523809523	0.47619047619047616	0.0	1rvf
35	0.0	0.36363636363636365	0.6363636363636364	0.0	1s78
36	0.0	0.2	0.8	0.0	1sy6
37	0.3333333333333333	0.0	0.6666666666666666	0.0	1t03
38	0.7368421052631579	0.0	0.2631578947368421	0.0	1tqb
39	0.0	0.7142857142857143	0.2857142857142857	0.0	1uj3
40	0.5882352941176471	0.0	0.4117647058823529	0.0	1v7n
41	0.5833333333333334	0.20833333333333334	0.20833333333333334	0.0	1w72
42	0.06451612903225806	0.2903225806451613	0.6451612903225806	0.0	1xct
43	0.1111111111111111	0.4722222222222222	0.4166666666666667	0.0	1xiw
44	0.0	0.6363636363636364	0.36363636363636365	0.0	1yjd
45	0.1	0.15	0.75	0.0	1ynt
46	0.13333333333333333	0.3333333333333333	0.5333333333333333	0.0	1yqv
47	0.0	0.5294117647058824	0.47058823529411764	0.0	1yym
48	0.0	0.21428571428571427	0.7857142857142857	0.0	1za3
49	0.16666666666666666	0.1111111111111111	0.7222222222222222	0.0	1ztx
50	0.6153846153846154	0.15384615384615385	0.23076923076923078	0.0	2adf
51	0.0	0.1875	0.8125	0.0	2aeq
52	0.0	0.5882352941176471	0.4117647058823529	0.0	2arj
53	0.15789473684210525	0.0	0.8421052631578947	0.0	2b2x
54	0.0	0.5	0.5	0.0	2b4c
55	0.3125	0.25	0.4375	0.0	2bdn
56	0.23529411764705882	0.058823529411764705	0.7058823529411765	0.0	2eiz
57	0.6	0.2	0.2	0.0	2fjh
58	0.0	0.47368421052631576	0.5263157894736842	0.0	2h32
59	0.16666666666666666	0.0	0.8333333333333334	0.0	2i9l
60	0.47058823529411764	0.058823529411764705	0.47058823529411764	0.0	2ibz
61	0.5454545454545454	0.0	0.45454545454545453	0.0	2j88
62	0.3125	0.5	0.1875	0.0	2jel
63	0.0	0.35294117647058826	0.6470588235294118	0.0	2nr6
64	0.043478260869565216	0.17391304347826086	0.782608695652174	0.0	2nz9
65	0.2222222222222222	0.2777777777777778	0.5	0.0	2oz4
66	0.3333333333333333	0.19047619047619047	0.47619047619047616	0.0	2q8b
67	0.0	0.5454545454545454	0.45454545454545453	0.0	2qad
68	0.0	0.4	0.6	0.0	2qql
69	0.0	0.0	1.0	0.0	2qqn
70	0.1111111111111111	0.6111111111111112	0.2777777777777778	0.0	2r56
71	0.0	0.5625	0.4375	0.0	2r69
72	0.2777777777777778	0.3333333333333333	0.3888888888888889	0.0	2vh5
73	0.17647058823529413	0.5294117647058824	0.29411764705882354	0.0	2vir
74	0.0	0.8235294117647058	0.17647058823529413	0.0	2vxq
75	0.09090909090909091	0.36363636363636365	0.5454545454545454	0.0	2vxt
76	0.7692307692307693	0.0	0.23076923076923078	0.0	2w9e
77	0.782608695652174	0.08695652173913043	0.13043478260869565	0.0	2xqb
78	0.7647058823529411	0.0	0.23529411764705882	0.0	2xqy
79	1.0	0.0	0.0	0.0	2xra
80	0.0	0.3125	0.6875	0.0	2xtj
81	0.0	0.6785714285714286	0.32142857142857145	0.0	2xwt
82	0.07142857142857142	0.2857142857142857	0.6428571428571429	0.0	2yc1
83	0.0	0.7142857142857143	0.2857142857142857	0.0	2ypv
84	0.3448275862068966	0.06896551724137931	0.5862068965517241	0.0	2zch
85	0.2222222222222222	0.0	0.7777777777777778	0.0	2zuq
86	0.0	0.4117647058823529	0.5882352941176471	0.0	3ab0
87	0.0	0.21052631578947367	0.7894736842105263	0.0	3b9k
88	0.4666666666666667	0.2	0.3333333333333333	0.0	3bgf
89	0.02702702702702703	0.21621621621621623	0.7567567567567568	0.0	3bn9
90	0.4117647058823529	0.23529411764705882	0.35294117647058826	0.0	3bsz
91	0.08333333333333333	0.3333333333333333	0.5833333333333334	0.0	3bt2
92	0.26666666666666666	0.2	0.5333333333333333	0.0	3c09
93	0.6129032258064516	0.1935483870967742	0.1935483870967742	0.0	3cvh
94	0.5	0.0	0.5	0.0	3d85
95	0.6	0.0	0.4	0.0	3eob
96	0.3333333333333333	0.5	0.16666666666666666	0.0	3fmg
97	0.0	0.7391304347826086	0.2608695652173913	0.0	3g04
98	0.6470588235294118	0.0	0.35294117647058826	0.0	3g6d
99	0.0	0.1875	0.8125	0.0	3g6j
100	0.3225806451612903	0.25806451612903225	0.41935483870967744	0.0	3gbm
101	0.125	0.0	0.875	0.0	3gi8
102	0.5555555555555556	0.18518518518518517	0.25925925925925924	0.0	3gjf
103	0.5	0.07142857142857142	0.42857142857142855	0.0	3hb3
104	0.2857142857142857	0.23809523809523808	0.47619047619047616	0.0	3hi1
105	0.05	0.0	0.95	0.0	3hi6
106	0.1	0.25	0.65	0.0	3hmx
107	0.3076923076923077	0.3076923076923077	0.38461538461538464	0.0	3idx
108	0.0	0.4	0.6	0.0	3iu3
109	0.0	0.6	0.4	0.0	3iyw
110	0.0	0.0	1.0	0.0	3j1s
111	0.5	0.0	0.5	0.0	3j8v
112	0.21428571428571427	0.0	0.7857142857142857	0.0	3j8w
113	0.8333333333333334	0.0	0.16666666666666666	0.0	3jab
114	0.0	0.23076923076923078	0.7692307692307693	0.0	3jcx
115	0.0	0.5882352941176471	0.4117647058823529	0.0	3jwd
116	0.0	0.10526315789473684	0.8947368421052632	0.0	3kj4
117	0.0	0.0	1.0	0.0	3kj6
118	0.8421052631578947	0.0	0.15789473684210525	0.0	3kr3
119	0.4	0.1	0.5	0.0	3ks0
120	0.875	0.0	0.125	0.0	3l5w
121	0.8888888888888888	0.0	0.1111111111111111	0.0	3l5x
122	0.6111111111111112	0.0	0.3888888888888889	0.0	3ldb
123	0.4666666666666667	0.13333333333333333	0.4	0.0	3liz
124	0.0	0.3157894736842105	0.6842105263157895	0.0	3lzf
125	1.0	0.0	0.0	0.0	3mac
126	0.125	0.16666666666666666	0.7083333333333334	0.0	3mj9
127	0.058823529411764705	0.4117647058823529	0.5294117647058824	0.0	3mxw
128	0.0	0.0	1.0	0.0	3ncy
129	0.0	0.5294117647058824	0.47058823529411764	0.0	3nfp
130	0.0	0.36363636363636365	0.6363636363636364	0.0	3nh7
131	0.05714285714285714	0.22857142857142856	0.7142857142857143	0.0	3nps
132	0.64	0.0	0.36	0.0	3o0r
133	0.125	0.0625	0.8125	0.0	3opz
134	0.1111111111111111	0.6111111111111112	0.2777777777777778	0.0	3p0y
135	1.0	0.0	0.0	0.0	3p30
136	0.6923076923076923	0.0	0.3076923076923077	0.0	3pjs
137	0.0	0.6875	0.3125	0.0	3pnw
138	0.5	0.0	0.5	0.0	3q1s
139	0.0	0.058823529411764705	0.9411764705882353	0.0	3qa3
140	0.0	0.5	0.5	0.0	3qum
141	0.0	0.15384615384615385	0.8461538461538461	0.0	3r08
142	0.07692307692307693	0.5384615384615384	0.38461538461538464	0.0	3raj
143	0.0	0.4666666666666667	0.5333333333333333	0.0	3ri5
144	0.09090909090909091	0.36363636363636365	0.5454545454545454	0.0	3rkd
145	0.23809523809523808	0.42857142857142855	0.3333333333333333	0.0	3s35
146	0.0	0.4444444444444444	0.5555555555555556	0.0	3s37
147	0.3888888888888889	0.3888888888888889	0.2222222222222222	0.0	3s88
148	0.12121212121212122	0.48484848484848486	0.3939393939393939	0.0	3sdy
149	0.15789473684210525	0.42105263157894735	0.42105263157894735	0.0	3skj
150	0.21739130434782608	0.34782608695652173	0.43478260869565216	0.0	3sm5
151	0.030303030303030304	0.18181818181818182	0.7878787878787878	0.0	3so3
152	0.0	0.19047619047619047	0.8095238095238095	0.0	3sob
153	0.0	0.14285714285714285	0.8571428571428571	0.0	3sqo
154	0.2631578947368421	0.05263157894736842	0.6842105263157895	0.0	3t2n
155	0.0	0.125	0.875	0.0	3thm
156	0.3333333333333333	0.0	0.6666666666666666	0.0	3tt1
157	0.5	0.0	0.5	0.0	3tt3
158	0.0	0.3333333333333333	0.6666666666666666	0.0	3u9p
159	0.23076923076923078	0.23076923076923078	0.5384615384615384	0.0	3u9u
160	0.0	0.7058823529411765	0.29411764705882354	0.0	3uaj
161	0.8	0.0	0.2	0.0	3ubx
162	0.0	0.08	0.92	0.0	3ulu
163	0.043478260869565216	0.13043478260869565	0.8260869565217391	0.0	3ulv
164	0.0	0.18181818181818182	0.8181818181818182	0.0	3v4v
165	0.0	0.4166666666666667	0.5833333333333334	0.0	3v6o
166	0.6	0.0	0.4	0.0	3v6z
167	0.0	0.16666666666666666	0.8333333333333334	0.0	3v7a
168	0.8148148148148148	0.0	0.18518518518518517	0.0	3vg9
169	0.05	0.0	0.95	0.0	3vi3
170	0.45454545454545453	0.0	0.5454545454545454	0.0	3vrl
171	0.15384615384615385	0.0	0.8461538461538461	0.0	3w2d
172	0.25925925925925924	0.1111111111111111	0.6296296296296297	0.0	3w9e
173	0.06666666666666667	0.3333333333333333	0.6	0.0	3wd5
174	0.0	0.09090909090909091	0.9090909090909091	0.0	3whe
175	0.2	0.4	0.4	0.0	3wih
176	0.3333333333333333	0.20833333333333334	0.4583333333333333	0.0	3wkm
177	0.0	0.0	1.0	0.0	3wlw
178	0.2	0.0	0.8	0.0	3wsq
179	0.0	0.35714285714285715	0.6428571428571429	0.0	3x3f
180	0.0625	0.1875	0.75	0.0	3ze1
181	0.2972972972972973	0.16216216216216217	0.5405405405405406	0.0	3ztn
182	0.0	0.0625	0.9375	0.0	4aei
183	0.0	0.375	0.625	0.0	4am0
184	0.0	0.3333333333333333	0.6666666666666666	0.0	4bz1
185	0.0	0.6428571428571429	0.35714285714285715	0.0	4bz2
186	0.5	0.0	0.5	0.0	4cad
187	0.5	0.08823529411764706	0.4117647058823529	0.0	4cmh
188	0.7142857142857143	0.07142857142857142	0.21428571428571427	0.0	4cni
189	0.0	0.1875	0.8125	0.0	4d3c
190	0.26666666666666666	0.0	0.7333333333333333	0.0	4d9q
191	0.1	0.6	0.3	0.0	4dag
192	0.6	0.0	0.4	0.0	4dgi
193	0.6363636363636364	0.09090909090909091	0.2727272727272727	0.0	4dke
194	0.18181818181818182	0.18181818181818182	0.6363636363636364	0.0	4dn4
195	0.0625	0.5	0.4375	0.0	4dtg
196	0.0	0.10526315789473684	0.8947368421052632	0.0	4dw2
197	0.0	0.5	0.5	0.0	4edw
198	0.0	0.6875	0.3125	0.0	4edx
199	0.0	0.047619047619047616	0.9523809523809523	0.0	4etq
200	0.0	0.23076923076923078	0.7692307692307693	0.0	4f2m
201	0.0	0.0	1.0	0.0	4f37
202	0.5333333333333333	0.0	0.4666666666666667	0.0	4f3f
203	0.3684210526315789	0.3157894736842105	0.3157894736842105	0.0	4ffw
204	0.0	0.5	0.5	0.0	4ffz
205	0.0	0.0	1.0	0.0	4fqk
206	0.25	0.5	0.25	0.0	4fqr
207	0.3448275862068966	0.10344827586206896	0.5517241379310345	0.0	4fqy
208	0.13043478260869565	0.08695652173913043	0.782608695652174	0.0	4g3y
209	0.16666666666666666	0.2777777777777778	0.5555555555555556	0.0	4g6m
210	0.25	0.5	0.25	0.0	4gms
211	0.2	0.2	0.6	0.0	4gxu
212	0.0	0.375	0.625	0.0	4hc1
213	0.0	0.7	0.3	0.0	4hcr
214	0.22727272727272727	0.5	0.2727272727272727	0.0	4hf5
215	0.22727272727272727	0.3181818181818182	0.45454545454545453	0.0	4hfu
216	0.16129032258064516	0.1935483870967742	0.6451612903225806	0.0	4hg4
217	0.38095238095238093	0.09523809523809523	0.5238095238095238	0.0	4hj0
218	0.2777777777777778	0.3333333333333333	0.3888888888888889	0.0	4hkx
219	0.32432432432432434	0.24324324324324326	0.43243243243243246	0.0	4hlz
220	0.0	0.5333333333333333	0.4666666666666667	0.0	4ht1
221	0.045454545454545456	0.3181818181818182	0.6363636363636364	0.0	4i2x
222	0.5625	0.0	0.4375	0.0	4i77
223	0.15	0.5	0.35	0.0	4idj
224	0.13043478260869565	0.21739130434782608	0.6521739130434783	0.0	4irz
225	0.15384615384615385	0.15384615384615385	0.6923076923076923	0.0	4j4p
226	0.14285714285714285	0.09523809523809523	0.7619047619047619	0.0	4j6r
227	0.16666666666666666	0.16666666666666666	0.6666666666666666	0.0	4jan
228	0.05714285714285714	0.2	0.7428571428571429	0.0	4jb9
229	0.05555555555555555	0.2777777777777778	0.6666666666666666	0.0	4jdt
230	1.0	0.0	0.0	0.0	4jlr
231	0.09090909090909091	0.30303030303030304	0.6060606060606061	0.0	4jpw
232	0.6	0.1	0.3	0.0	4jr9
233	0.0	0.7368421052631579	0.2631578947368421	0.0	4jzj
234	0.0	0.5	0.5	0.0	4k24
235	0.45454545454545453	0.0	0.5454545454545454	0.0	4k2u
236	0.3125	0.0625	0.625	0.0	4k3j
237	0.14814814814814814	0.37037037037037035	0.48148148148148145	0.0	4k8r
238	0.0	0.625	0.375	0.0	4k9e
239	0.0	0.4	0.6	0.0	4ki5
240	0.4	0.25	0.35	0.0	4kuc
241	0.0	0.6	0.4	0.0	4kv5
242	0.4	0.12	0.48	0.0	4kvn
243	0.0	0.5454545454545454	0.45454545454545453	0.0	4l5f
244	0.0	0.4375	0.5625	0.0	4leo
245	0.05555555555555555	0.3888888888888889	0.5555555555555556	0.0	4liq
246	0.2857142857142857	0.14285714285714285	0.5714285714285714	0.0	4lmq
247	0.08333333333333333	0.16666666666666666	0.75	0.0	4lqf
248	0.05555555555555555	0.1111111111111111	0.8333333333333334	0.0	4lsp
249	0.06451612903225806	0.3225806451612903	0.6129032258064516	0.0	4lsu
250	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.0	4lu5
251	0.0	0.3888888888888889	0.6111111111111112	0.0	4lvh
252	0.26666666666666666	0.2	0.5333333333333333	0.0	4lvo
253	0.0	0.34375	0.65625	0.0	4m1g
254	0.2631578947368421	0.3684210526315789	0.3684210526315789	0.0	4m5z
255	0.32	0.2	0.48	0.0	4m7l
256	0.4444444444444444	0.05555555555555555	0.5	0.0	4m8q
257	0.1111111111111111	0.4444444444444444	0.4444444444444444	0.0	4mhj
258	0.0	0.3333333333333333	0.6666666666666666	0.0	4mxw
259	0.07692307692307693	0.23076923076923078	0.6923076923076923	0.0	4n90
260	0.0	0.4782608695652174	0.5217391304347826	0.0	4nm8
261	0.0	0.3684210526315789	0.631578947368421	0.0	4np4
262	0.2916666666666667	0.1875	0.5208333333333334	0.0	4nzr
263	0.13333333333333333	0.6	0.26666666666666666	0.0	4o58
264	0.47058823529411764	0.0	0.5294117647058824	0.0	4o9h
265	0.0	0.3333333333333333	0.6666666666666666	0.0	4od2
266	0.08333333333333333	0.041666666666666664	0.875	0.0	4oii
267	0.5833333333333334	0.0	0.4166666666666667	0.0	4okv
268	0.13793103448275862	0.1724137931034483	0.6896551724137931	0.0	4om0
269	0.0	0.0	1.0	0.0	4oqt
270	0.125	0.4375	0.4375	0.0	4ot1
271	0.0	0.4	0.6	0.0	4plk
272	0.30303030303030304	0.15151515151515152	0.5454545454545454	0.0	4py8
273	0.5384615384615384	0.0	0.46153846153846156	0.0	4q5z
274	0.08333333333333333	0.16666666666666666	0.75	0.0	4q6i
275	0.0	0.6363636363636364	0.36363636363636365	0.0	4qci
276	0.125	0.125	0.75	0.0	4qex
277	0.0	0.6428571428571429	0.35714285714285715	0.0	4qhu
278	0.0	0.6428571428571429	0.35714285714285715	0.0	4qnp
279	0.0	0.5	0.5	0.0	4qti
280	0.23529411764705882	0.058823529411764705	0.7058823529411765	0.0	4qww
281	0.0	0.3333333333333333	0.6666666666666666	0.0	4r2g
282	0.0	0.11764705882352941	0.8823529411764706	0.0	4r4n
283	0.0	0.0625	0.9375	0.0	4r9y
284	0.1	0.1	0.8	0.0	4rau
285	0.0	0.30434782608695654	0.6956521739130435	0.0	4rfn
286	0.2777777777777778	0.05555555555555555	0.6666666666666666	0.0	4rgm
287	0.0	0.631578947368421	0.3684210526315789	0.0	4rgn
288	0.2413793103448276	0.13793103448275862	0.6206896551724138	0.0	4rx4
289	0.0625	0.25	0.6875	0.0	4s1q
290	0.21428571428571427	0.17857142857142858	0.6071428571428571	0.0	4s1r
291	0.08333333333333333	0.16666666666666666	0.75	0.0	4s1s
292	0.5384615384615384	0.07692307692307693	0.38461538461538464	0.0	4tsb
293	0.18181818181818182	0.09090909090909091	0.7272727272727273	0.0	4u1g
294	0.17647058823529413	0.0	0.8235294117647058	0.0	4u6h
295	0.0	0.3333333333333333	0.6666666666666666	0.0	4u6v
296	0.3181818181818182	0.09090909090909091	0.5909090909090909	0.0	4uao
297	0.3	0.35	0.35	0.0	4ubd
298	0.0	0.6153846153846154	0.38461538461538464	0.0	4ut6
299	0.06666666666666667	0.4666666666666667	0.4666666666666667	0.0	4utb
300	0.625	0.0	0.375	0.0	4uu9
301	0.38461538461538464	0.15384615384615385	0.46153846153846156	0.0	4uv7
302	0.6	0.0	0.4	0.0	4wfe
303	0.7272727272727273	0.045454545454545456	0.22727272727272727	0.0	4wuu
304	0.14285714285714285	0.5238095238095238	0.3333333333333333	0.0	4wv1
305	0.0	0.7058823529411765	0.29411764705882354	0.0	4xak
306	0.25	0.041666666666666664	0.7083333333333334	0.0	4xi5
307	0.25	0.041666666666666664	0.7083333333333334	0.0	4xmp
308	0.14285714285714285	0.38095238095238093	0.47619047619047616	0.0	4xnm
309	0.2413793103448276	0.1724137931034483	0.5862068965517241	0.0	4xny
310	0.07407407407407407	0.25925925925925924	0.6666666666666666	0.0	4xnz
311	0.1	0.15	0.75	0.0	4xvs
312	0.19047619047619047	0.2857142857142857	0.5238095238095238	0.0	4xx1
313	0.18181818181818182	0.09090909090909091	0.7272727272727273	0.0	4xzu
314	0.11764705882352941	0.058823529411764705	0.8235294117647058	0.0	4y5v
315	0.21739130434782608	0.08695652173913043	0.6956521739130435	0.0	4y5x
316	0.17647058823529413	0.11764705882352941	0.7058823529411765	0.0	4y5y
317	0.17647058823529413	0.29411764705882354	0.5294117647058824	0.0	4ybl
318	0.38461538461538464	0.0	0.6153846153846154	0.0	4ybq
319	0.10714285714285714	0.17857142857142858	0.7142857142857143	0.0	4ydi
320	0.2608695652173913	0.21739130434782608	0.5217391304347826	0.0	4ydj
321	0.06896551724137931	0.2413793103448276	0.6896551724137931	0.0	4ydk
322	0.041666666666666664	0.16666666666666666	0.7916666666666666	0.0	4ydl
323	0.041666666666666664	0.375	0.5833333333333334	0.0	4ye4
